,machine_type,machine_id,machine_type_id,normal,abnormal,db
3070,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000010.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000010.wav,0dB
3071,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000011.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000011.wav,0dB
3072,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000012.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000012.wav,0dB
3073,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000013.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000013.wav,0dB
3074,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000014.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000014.wav,0dB
3075,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000015.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000015.wav,0dB
3076,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000016.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000016.wav,0dB
3077,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000017.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000017.wav,0dB
3078,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000018.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000018.wav,0dB
3079,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000019.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000019.wav,0dB
3080,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000020.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000020.wav,0dB
3081,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000021.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000021.wav,0dB
3082,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000022.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000022.wav,0dB
3083,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000023.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000023.wav,0dB
3084,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000024.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000024.wav,0dB
3085,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000025.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000025.wav,0dB
3086,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000026.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000026.wav,0dB
3087,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000027.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000027.wav,0dB
3088,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000028.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000028.wav,0dB
3089,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000029.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000029.wav,0dB
3090,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000030.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000030.wav,0dB
3091,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000031.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000031.wav,0dB
3092,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000032.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000032.wav,0dB
3093,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000033.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000033.wav,0dB
3094,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000034.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000034.wav,0dB
3095,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000035.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000035.wav,0dB
3096,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000036.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000036.wav,0dB
3097,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000037.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000037.wav,0dB
3098,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000038.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000038.wav,0dB
3099,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000039.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000039.wav,0dB
3100,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000040.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000040.wav,0dB
3101,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000041.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000041.wav,0dB
3102,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000042.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000042.wav,0dB
3103,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000043.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000043.wav,0dB
3104,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000044.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000044.wav,0dB
3105,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000045.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000045.wav,0dB
3106,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000046.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000046.wav,0dB
3107,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000047.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000047.wav,0dB
3108,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000048.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000048.wav,0dB
3109,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000049.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000049.wav,0dB
3110,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000050.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000050.wav,0dB
3111,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000051.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000051.wav,0dB
3112,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000052.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000052.wav,0dB
3113,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000053.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000053.wav,0dB
3114,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000054.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000054.wav,0dB
3115,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000055.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000055.wav,0dB
3116,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000056.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000056.wav,0dB
3117,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000057.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000057.wav,0dB
3118,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000058.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000058.wav,0dB
3119,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000059.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000059.wav,0dB
3120,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000060.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000060.wav,0dB
3121,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000061.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000061.wav,0dB
3122,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000062.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000062.wav,0dB
3123,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000063.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000063.wav,0dB
3124,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000064.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000064.wav,0dB
3125,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000065.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000065.wav,0dB
3126,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000066.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000066.wav,0dB
3127,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000067.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000067.wav,0dB
3128,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000068.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000068.wav,0dB
3129,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000069.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000069.wav,0dB
3130,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000070.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000070.wav,0dB
3131,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000071.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000071.wav,0dB
3132,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000072.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000072.wav,0dB
3133,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000073.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000073.wav,0dB
3134,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000074.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000074.wav,0dB
3135,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000075.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000075.wav,0dB
3136,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000076.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000076.wav,0dB
3137,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000077.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000077.wav,0dB
3138,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000078.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000078.wav,0dB
3139,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000079.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000079.wav,0dB
3140,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000080.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000080.wav,0dB
3141,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000081.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000081.wav,0dB
3142,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000082.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000082.wav,0dB
3143,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000083.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000083.wav,0dB
3144,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000084.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000084.wav,0dB
3145,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000085.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000085.wav,0dB
3146,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000086.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000086.wav,0dB
3147,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000087.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000087.wav,0dB
3148,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000088.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000088.wav,0dB
3149,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000089.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000089.wav,0dB
3150,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000090.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000090.wav,0dB
3151,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000091.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000091.wav,0dB
3152,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000092.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000092.wav,0dB
3153,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000093.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000093.wav,0dB
3154,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000094.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000094.wav,0dB
3155,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000095.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000095.wav,0dB
3156,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000096.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000096.wav,0dB
3157,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000097.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000097.wav,0dB
3158,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000098.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000098.wav,0dB
3159,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000099.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000099.wav,0dB
3160,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000100.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000100.wav,0dB
3161,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000101.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000101.wav,0dB
3162,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000102.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000102.wav,0dB
3163,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000103.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000103.wav,0dB
3164,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000104.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000104.wav,0dB
3165,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000105.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000105.wav,0dB
3166,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000106.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000106.wav,0dB
3167,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000107.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000107.wav,0dB
3168,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000108.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000108.wav,0dB
3169,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000109.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000109.wav,0dB
3170,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000110.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000110.wav,0dB
3171,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000111.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000111.wav,0dB
3172,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000112.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000112.wav,0dB
3173,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000113.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000113.wav,0dB
3174,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000114.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000114.wav,0dB
3175,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000115.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000115.wav,0dB
3176,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000116.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000116.wav,0dB
3177,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000117.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000117.wav,0dB
3178,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000118.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000118.wav,0dB
3179,valve,id_04,valve_id_04,/data/home/mimii/dataset/0dB/valve/id_04/normal/00000119.wav,/data/home/mimii/dataset/0dB/valve/id_04/abnormal/00000119.wav,0dB
3180,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000000.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000000.wav,0dB
3181,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000001.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000001.wav,0dB
3182,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000002.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000002.wav,0dB
3183,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000003.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000003.wav,0dB
3184,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000004.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000004.wav,0dB
3185,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000005.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000005.wav,0dB
3186,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000006.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000006.wav,0dB
3187,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000007.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000007.wav,0dB
3188,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000008.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000008.wav,0dB
3189,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000009.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000009.wav,0dB
3190,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000010.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000010.wav,0dB
3191,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000011.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000011.wav,0dB
3192,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000012.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000012.wav,0dB
3193,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000013.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000013.wav,0dB
3194,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000014.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000014.wav,0dB
3195,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000015.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000015.wav,0dB
3196,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000016.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000016.wav,0dB
3197,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000017.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000017.wav,0dB
3198,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000018.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000018.wav,0dB
3199,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000019.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000019.wav,0dB
3200,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000020.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000020.wav,0dB
3201,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000021.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000021.wav,0dB
3202,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000022.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000022.wav,0dB
3203,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000023.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000023.wav,0dB
3204,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000024.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000024.wav,0dB
3205,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000025.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000025.wav,0dB
3206,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000026.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000026.wav,0dB
3207,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000027.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000027.wav,0dB
3208,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000028.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000028.wav,0dB
3209,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000029.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000029.wav,0dB
3210,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000030.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000030.wav,0dB
3211,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000031.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000031.wav,0dB
3212,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000032.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000032.wav,0dB
3213,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000033.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000033.wav,0dB
3214,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000034.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000034.wav,0dB
3215,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000035.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000035.wav,0dB
3216,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000036.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000036.wav,0dB
3217,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000037.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000037.wav,0dB
3218,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000038.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000038.wav,0dB
3219,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000039.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000039.wav,0dB
3220,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000040.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000040.wav,0dB
3221,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000041.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000041.wav,0dB
3222,valve,id_06,valve_id_06,/data/home/mimii/dataset/0dB/valve/id_06/normal/00000042.wav,/data/home/mimii/dataset/0dB/valve/id_06/abnormal/00000042.wav,0dB
